u,v,score
27,78,0.08142816
27,72,0.08142816
27,70,0.08142816
27,66,0.08142816
27,61,0.08142816
27,64,0.08142816
27,62,0.08142816
1,23,0.08142816
1,21,0.08142816
1,13,0.08142816
1,11,0.08142816
27,48,0.08142816
27,46,0.08142816
27,45,0.08142816
27,43,0.08142816
27,41,0.08142816
61,105,0.08142816
61,95,0.08142816
61,93,0.08142816
61,86,0.08142816
61,80,0.08142816
61,78,0.08142816
61,72,0.08142816
61,70,0.08142816
61,66,0.08142816
61,64,0.08142816
62,95,0.08142816
62,93,0.08142816
62,87,0.08142816
62,86,0.08142816
1,35,0.08142816
1,28,0.08142816
62,80,0.08142816
62,78,0.08142816
62,72,0.08142816
62,70,0.08142816
62,66,0.08142816
62,64,0.08142816
61,186,0.08142816
61,123,0.08142816
61,121,0.08142816
61,119,0.08142816
61,117,0.08142816
64,80,0.08142816
64,78,0.08142816
64,72,0.08142816
64,70,0.08142816
64,66,0.08142816
62,186,0.08142816
62,123,0.08142816
62,121,0.08142816
62,119,0.08142816
62,117,0.08142816
62,105,0.08142816
66,80,0.08142816
66,78,0.08142816
66,72,0.08142816
1,41,0.08142816
1,27,0.08142816
66,70,0.08142816
64,186,0.08142816
64,123,0.08142816
64,121,0.08142816
64,119,0.08142816
64,117,0.08142816
64,105,0.08142816
64,95,0.08142816
64,93,0.08142816
64,87,0.08142816
64,86,0.08142816
66,186,0.08142816
66,123,0.08142816
66,121,0.08142816
66,119,0.08142816
66,117,0.08142816
66,105,0.08142816
66,95,0.08142816
66,93,0.08142816
66,87,0.08142816
66,86,0.08142816
1,66,0.08142816
1,64,0.08142816
1,62,0.08142816
1,61,0.08142816
1,48,0.08142816
1,46,0.08142816
1,45,0.08142816
1,43,0.08142816
1,87,0.08142816
1,86,0.08142816
1,80,0.08142816
1,78,0.08142816
1,72,0.08142816
1,95,0.08142816
1,93,0.08142816
1,70,0.08142816
70,93,0.08142816
70,87,0.08142816
70,86,0.08142816
70,80,0.08142816
70,78,0.08142816
70,72,0.08142816
72,86,0.08142816
72,80,0.08142816
72,78,0.08142816
1,119,0.08142816
1,117,0.08142816
70,186,0.08142816
70,123,0.08142816
70,121,0.08142816
70,119,0.08142816
70,117,0.08142816
70,105,0.08142816
70,95,0.08142816
72,186,0.08142816
72,123,0.08142816
72,121,0.08142816
72,119,0.08142816
72,117,0.08142816
72,105,0.08142816
72,95,0.08142816
72,93,0.08142816
72,87,0.08142816
76,115,0.08142816
78,186,0.08142816
78,123,0.08142816
78,121,0.08142816
78,119,0.08142816
78,117,0.08142816
78,105,0.08142816
78,95,0.08142816
78,93,0.08142816
78,87,0.08142816
78,86,0.08142816
78,80,0.08142816
1,105,0.08142816
80,186,0.08142816
80,123,0.08142816
80,121,0.08142816
80,119,0.08142816
80,117,0.08142816
80,105,0.08142816
80,95,0.08142816
80,93,0.08142816
80,87,0.08142816
80,86,0.08142816
86,95,0.08142816
86,93,0.08142816
86,87,0.08142816
87,186,0.08142816
87,123,0.08142816
87,121,0.08142816
87,119,0.08142816
1,123,0.08142816
1,121,0.08142816
87,117,0.08142816
87,105,0.08142816
87,95,0.08142816
87,93,0.08142816
86,186,0.08142816
86,123,0.08142816
86,121,0.08142816
86,119,0.08142816
86,117,0.08142816
86,105,0.08142816
23,186,0.08142816
23,105,0.08142816
23,123,0.08142816
23,121,0.08142816
23,119,0.08142816
23,117,0.08142816
23,72,0.08142816
23,95,0.08142816
23,93,0.08142816
23,70,0.08142816
23,66,0.08142816
23,64,0.08142816
23,62,0.08142816
23,61,0.08142816
23,87,0.08142816
23,86,0.08142816
23,80,0.08142816
23,78,0.08142816
23,48,0.08142816
23,46,0.08142816
23,45,0.08142816
23,43,0.08142816
23,41,0.08142816
23,35,0.08142816
23,28,0.08142816
23,27,0.08142816
95,105,0.08142816
93,186,0.08142816
93,123,0.08142816
93,121,0.08142816
93,119,0.08142816
93,117,0.08142816
93,105,0.08142816
93,95,0.08142816
1,186,0.08142816
95,186,0.08142816
95,123,0.08142816
95,121,0.08142816
95,119,0.08142816
95,117,0.08142816
21,186,0.08142816
21,121,0.08142816
21,119,0.08142816
21,117,0.08142816
21,123,0.08142816
21,105,0.08142816
21,95,0.08142816
21,93,0.08142816
21,87,0.08142816
21,86,0.08142816
21,80,0.08142816
21,78,0.08142816
21,61,0.08142816
21,48,0.08142816
21,46,0.08142816
21,45,0.08142816
21,43,0.08142816
21,72,0.08142816
21,70,0.08142816
21,66,0.08142816
21,64,0.08142816
21,62,0.08142816
21,23,0.08142816
21,41,0.08142816
21,35,0.08142816
21,28,0.08142816
21,27,0.08142816
105,123,0.08142816
105,121,0.08142816
105,119,0.08142816
105,117,0.08142816
105,186,0.08142816
117,186,0.08142816
117,123,0.08142816
117,121,0.08142816
117,119,0.08142816
123,186,0.08142816
121,186,0.08142816
121,123,0.08142816
119,186,0.08142816
119,123,0.08142816
119,121,0.08142816
13,186,0.08142816
13,123,0.08142816
13,121,0.08142816
13,119,0.08142816
13,117,0.08142816
13,105,0.08142816
13,95,0.08142816
13,93,0.08142816
13,87,0.08142816
13,86,0.08142816
13,80,0.08142816
13,78,0.08142816
13,61,0.08142816
13,48,0.08142816
13,46,0.08142816
13,45,0.08142816
13,43,0.08142816
13,41,0.08142816
13,72,0.08142816
13,70,0.08142816
13,66,0.08142816
13,64,0.08142816
13,62,0.08142816
13,35,0.08142816
13,28,0.08142816
13,27,0.08142816
13,23,0.08142816
13,21,0.08142816
11,186,0.08142816
11,123,0.08142816
11,121,0.08142816
11,119,0.08142816
11,117,0.08142816
11,105,0.08142816
11,95,0.08142816
11,93,0.08142816
11,87,0.08142816
11,86,0.08142816
11,80,0.08142816
11,78,0.08142816
11,70,0.08142816
11,66,0.08142816
11,64,0.08142816
11,62,0.08142816
11,46,0.08142816
11,72,0.08142816
11,61,0.08142816
11,48,0.08142816
11,28,0.08142816
11,27,0.08142816
11,23,0.08142816
11,21,0.08142816
11,45,0.08142816
11,43,0.08142816
11,41,0.08142816
11,35,0.08142816
11,13,0.08142816
35,105,0.08142816
35,95,0.08142816
35,93,0.08142816
35,87,0.08142816
35,86,0.08142816
35,80,0.08142816
35,78,0.08142816
35,72,0.08142816
35,48,0.08142816
35,46,0.08142816
35,45,0.08142816
35,43,0.08142816
35,41,0.08142816
35,115,0.081428155
13,115,0.081428155
64,115,0.081428155
66,115,0.081428155
45,76,0.081428155
1,76,0.081428155
70,76,0.081428155
115,186,0.081428155
115,123,0.081428155
72,76,0.081428155
76,186,0.081428155
43,76,0.081428155
115,121,0.081428155
115,119,0.081428155
43,115,0.081428155
46,115,0.081428155
45,115,0.081428155
115,117,0.081428155
72,115,0.081428155
11,76,0.081428155
95,115,0.081428155
11,115,0.081428155
93,115,0.081428155
23,76,0.081428155
23,115,0.081428155
35,76,0.081428155
86,115,0.081428155
46,76,0.081428155
48,76,0.081428155
87,115,0.081428155
70,115,0.081428155
76,123,0.081428155
80,115,0.081428155
78,115,0.081428155
1,115,0.081428155
13,76,0.081428155
76,121,0.081428155
76,119,0.081428155
48,115,0.081428155
28,115,0.081428155
28,76,0.081428155
27,115,0.081428155
76,117,0.081428155
27,76,0.081428155
61,76,0.081428155
61,115,0.081428155
64,76,0.081428155
105,115,0.081428155
62,76,0.081428155
62,115,0.081428155
76,105,0.081428155
76,95,0.081428155
76,93,0.081428155
76,87,0.081428155
76,86,0.081428155
76,80,0.081428155
76,78,0.081428155
41,115,0.081428155
41,76,0.081428155
66,76,0.081428155
21,76,0.081428155
21,115,0.081428155
36,38,0.03127918
116,155,0.03127918
116,153,0.03127918
36,114,0.03127918
153,155,0.03127918
36,116,0.03127918
114,155,0.03127918
36,153,0.03127918
36,155,0.03127918
38,114,0.03127918
38,116,0.03127918
114,153,0.03127918
114,116,0.03127918
38,153,0.03127918
38,155,0.03127918
75,192,0.03127909
20,75,0.031279072
20,114,0.031278953
20,116,0.031278953
20,155,0.031278953
20,38,0.031278953
20,153,0.031278953
20,36,0.031278953
37,154,0.031278715
75,116,0.031278633
75,114,0.031278633
38,75,0.031278633
75,153,0.031278633
36,75,0.031278633
75,155,0.031278633
20,192,0.031278517
116,154,0.03127817
38,154,0.03127817
37,155,0.03127817
37,153,0.03127817
37,116,0.03127817
37,114,0.03127817
114,154,0.03127817
36,154,0.03127817
154,155,0.03127817
37,38,0.03127817
155,192,0.03127808
38,192,0.03127808
116,192,0.03127808
36,192,0.03127808
153,192,0.03127808
114,192,0.03127808
40,77,0.031277973
20,37,0.031277936
20,154,0.031277936
79,148,0.03127788
44,118,0.031277873
79,118,0.03127785
44,79,0.03127785
118,148,0.03127785
44,148,0.03127785
14,44,0.03127778
14,118,0.03127778
14,79,0.031277772
14,148,0.031277772
37,77,0.03127769
77,154,0.03127769
85,111,0.031277657
32,111,0.031277657
32,85,0.031277657
75,154,0.031277627
37,75,0.031277627
22,32,0.03127761
22,111,0.03127761
22,85,0.03127761
40,79,0.031277597
40,148,0.031277597
40,118,0.031277582
40,44,0.031277582
12,34,0.03127753
22,94,0.03127751
14,40,0.031277493
94,111,0.031277493
32,94,0.031277493
85,94,0.031277493
12,94,0.031277478
34,94,0.031277478
14,32,0.03127745
14,111,0.03127745
14,85,0.03127745
77,148,0.031277448
77,79,0.031277448
44,77,0.031277433
77,118,0.031277433
33,63,0.031277426
40,154,0.031277418
34,71,0.031277418
37,40,0.031277418
12,71,0.031277418
14,22,0.03127741
12,22,0.03127741
22,34,0.03127741
32,118,0.031277403
32,44,0.031277403
44,111,0.031277403
44,85,0.031277403
111,118,0.031277403
85,118,0.031277403
85,148,0.031277396
79,111,0.031277396
79,85,0.031277396
32,79,0.031277396
32,148,0.031277396
111,148,0.031277396
34,85,0.03127739
12,32,0.03127739
12,111,0.03127739
12,85,0.03127739
32,34,0.03127739
34,111,0.03127739
63,110,0.03127738
33,110,0.03127738
71,94,0.031277362
22,118,0.031277362
22,44,0.031277362
22,148,0.031277355
22,79,0.031277355
63,71,0.03127735
33,71,0.03127735
14,77,0.031277347
71,110,0.031277314
22,71,0.0312773
12,63,0.03127729
12,33,0.03127729
34,63,0.03127729
14,94,0.031277288
71,85,0.031277277
32,71,0.031277277
71,111,0.031277277
34,110,0.031277258
12,110,0.031277258
158,190,0.03127724
158,189,0.03127724
158,188,0.03127724
158,187,0.03127724
3,39,0.03127724
158,185,0.03127724
158,184,0.03127724
158,164,0.03127724
158,163,0.03127724
158,162,0.03127724
158,160,0.03127724
158,159,0.03127724
157,191,0.03127724
158,177,0.03127724
158,176,0.03127724
158,175,0.03127724
158,174,0.03127724
158,173,0.03127724
158,172,0.03127724
158,171,0.03127724
3,60,0.03127724
3,59,0.03127724
3,58,0.03127724
157,184,0.03127724
157,183,0.03127724
157,182,0.03127724
157,181,0.03127724
157,180,0.03127724
157,179,0.03127724
3,51,0.03127724
3,50,0.03127724
3,49,0.03127724
3,67,0.03127724
158,170,0.03127724
158,169,0.03127724
158,168,0.03127724
158,167,0.03127724
158,166,0.03127724
158,165,0.03127724
3,100,0.03127724
3,99,0.03127724
3,98,0.03127724
3,97,0.03127724
3,96,0.03127724
3,125,0.03127724
157,190,0.03127724
157,189,0.03127724
3,91,0.03127724
3,90,0.03127724
3,89,0.03127724
3,88,0.03127724
3,81,0.03127724
157,188,0.03127724
157,187,0.03127724
157,185,0.03127724
157,165,0.03127724
157,164,0.03127724
157,163,0.03127724
157,162,0.03127724
157,160,0.03127724
157,159,0.03127724
157,178,0.03127724
157,177,0.03127724
157,176,0.03127724
157,175,0.03127724
157,174,0.03127724
157,173,0.03127724
3,109,0.03127724
3,103,0.03127724
3,102,0.03127724
3,101,0.03127724
3,132,0.03127724
3,131,0.03127724
3,130,0.03127724
3,129,0.03127724
3,128,0.03127724
3,127,0.03127724
3,124,0.03127724
3,113,0.03127724
3,112,0.03127724
157,172,0.03127724
157,171,0.03127724
157,170,0.03127724
157,169,0.03127724
157,168,0.03127724
157,167,0.03127724
157,166,0.03127724
3,144,0.03127724
3,143,0.03127724
3,142,0.03127724
3,173,0.03127724
3,172,0.03127724
3,171,0.03127724
156,191,0.03127724
3,141,0.03127724
3,140,0.03127724
3,139,0.03127724
3,138,0.03127724
3,137,0.03127724
3,136,0.03127724
3,135,0.03127724
3,134,0.03127724
3,133,0.03127724
3,159,0.03127724
3,158,0.03127724
3,189,0.03127724
3,188,0.03127724
3,187,0.03127724
3,185,0.03127724
3,126,0.03127724
3,157,0.03127724
3,156,0.03127724
3,152,0.03127724
3,151,0.03127724
3,150,0.03127724
3,149,0.03127724
3,147,0.03127724
3,146,0.03127724
3,145,0.03127724
3,174,0.03127724
4,18,0.03127724
4,17,0.03127724
4,16,0.03127724
4,15,0.03127724
4,9,0.03127724
3,170,0.03127724
3,169,0.03127724
3,168,0.03127724
3,167,0.03127724
3,166,0.03127724
3,165,0.03127724
3,164,0.03127724
3,163,0.03127724
3,162,0.03127724
3,160,0.03127724
156,184,0.03127724
156,183,0.03127724
156,182,0.03127724
156,181,0.03127724
156,180,0.03127724
156,179,0.03127724
3,184,0.03127724
3,183,0.03127724
3,182,0.03127724
3,181,0.03127724
3,180,0.03127724
3,179,0.03127724
3,178,0.03127724
3,177,0.03127724
3,176,0.03127724
3,175,0.03127724
156,169,0.03127724
156,168,0.03127724
156,167,0.03127724
156,166,0.03127724
156,165,0.03127724
156,164,0.03127724
4,8,0.03127724
4,7,0.03127724
4,6,0.03127724
3,191,0.03127724
3,190,0.03127724
156,190,0.03127724
156,189,0.03127724
156,188,0.03127724
156,187,0.03127724
156,185,0.03127724
4,60,0.03127724
4,59,0.03127724
4,58,0.03127724
4,57,0.03127724
156,178,0.03127724
156,177,0.03127724
156,176,0.03127724
156,175,0.03127724
4,19,0.03127724
156,174,0.03127724
156,173,0.03127724
156,172,0.03127724
156,171,0.03127724
156,170,0.03127724
152,188,0.03127724
152,187,0.03127724
152,185,0.03127724
152,184,0.03127724
152,183,0.03127724
152,182,0.03127724
156,163,0.03127724
156,162,0.03127724
156,160,0.03127724
156,159,0.03127724
4,50,0.03127724
4,49,0.03127724
4,39,0.03127724
156,158,0.03127724
156,157,0.03127724
152,173,0.03127724
152,172,0.03127724
152,171,0.03127724
152,170,0.03127724
152,169,0.03127724
152,168,0.03127724
4,56,0.03127724
4,55,0.03127724
4,54,0.03127724
4,53,0.03127724
4,52,0.03127724
4,51,0.03127724
152,191,0.03127724
152,190,0.03127724
152,189,0.03127724
4,89,0.03127724
4,88,0.03127724
4,113,0.03127724
4,112,0.03127724
4,109,0.03127724
4,103,0.03127724
152,181,0.03127724
152,180,0.03127724
152,179,0.03127724
4,81,0.03127724
4,67,0.03127724
152,178,0.03127724
152,177,0.03127724
152,176,0.03127724
152,175,0.03127724
152,174,0.03127724
151,191,0.03127724
151,190,0.03127724
151,189,0.03127724
151,188,0.03127724
151,187,0.03127724
4,130,0.03127724
152,167,0.03127724
152,166,0.03127724
152,165,0.03127724
152,164,0.03127724
152,163,0.03127724
4,98,0.03127724
4,97,0.03127724
4,96,0.03127724
4,91,0.03127724
4,90,0.03127724
151,181,0.03127724
151,180,0.03127724
151,179,0.03127724
151,178,0.03127724
151,177,0.03127724
151,176,0.03127724
4,102,0.03127724
4,101,0.03127724
4,100,0.03127724
4,99,0.03127724
152,162,0.03127724
152,160,0.03127724
152,159,0.03127724
152,158,0.03127724
152,157,0.03127724
152,156,0.03127724
4,141,0.03127724
4,140,0.03127724
4,139,0.03127724
4,138,0.03127724
4,137,0.03127724
4,136,0.03127724
4,129,0.03127724
4,128,0.03127724
4,127,0.03127724
4,126,0.03127724
4,125,0.03127724
4,124,0.03127724
151,185,0.03127724
151,184,0.03127724
151,183,0.03127724
151,182,0.03127724
4,156,0.03127724
4,152,0.03127724
4,151,0.03127724
4,150,0.03127724
4,149,0.03127724
4,147,0.03127724
151,175,0.03127724
151,174,0.03127724
151,173,0.03127724
151,172,0.03127724
151,171,0.03127724
4,146,0.03127724
4,145,0.03127724
4,144,0.03127724
4,143,0.03127724
4,142,0.03127724
4,168,0.03127724
4,167,0.03127724
4,166,0.03127724
4,165,0.03127724
4,164,0.03127724
4,163,0.03127724
4,135,0.03127724
4,134,0.03127724
4,133,0.03127724
4,132,0.03127724
4,131,0.03127724
4,162,0.03127724
4,160,0.03127724
4,159,0.03127724
4,158,0.03127724
4,157,0.03127724
4,182,0.03127724
4,181,0.03127724
4,180,0.03127724
4,179,0.03127724
5,19,0.03127724
5,18,0.03127724
4,178,0.03127724
4,177,0.03127724
4,176,0.03127724
4,175,0.03127724
4,174,0.03127724
4,173,0.03127724
4,172,0.03127724
4,171,0.03127724
4,170,0.03127724
4,169,0.03127724
151,165,0.03127724
151,164,0.03127724
151,163,0.03127724
151,162,0.03127724
151,160,0.03127724
151,159,0.03127724
5,7,0.03127724
5,6,0.03127724
4,191,0.03127724
4,190,0.03127724
4,189,0.03127724
4,188,0.03127724
4,187,0.03127724
4,185,0.03127724
4,184,0.03127724
4,183,0.03127724
150,184,0.03127724
150,183,0.03127724
150,182,0.03127724
150,181,0.03127724
150,180,0.03127724
150,179,0.03127724
5,17,0.03127724
5,16,0.03127724
5,15,0.03127724
5,9,0.03127724
5,8,0.03127724
151,170,0.03127724
151,169,0.03127724
151,168,0.03127724
151,167,0.03127724
151,166,0.03127724
150,175,0.03127724
150,174,0.03127724
150,173,0.03127724
150,172,0.03127724
150,171,0.03127724
150,170,0.03127724
151,158,0.03127724
151,157,0.03127724
151,156,0.03127724
5,39,0.03127724
150,191,0.03127724
150,190,0.03127724
150,189,0.03127724
150,188,0.03127724
150,187,0.03127724
150,185,0.03127724
5,58,0.03127724
5,57,0.03127724
5,56,0.03127724
5,81,0.03127724
150,162,0.03127724
150,160,0.03127724
5,55,0.03127724
5,54,0.03127724
5,53,0.03127724
5,52,0.03127724
5,51,0.03127724
5,50,0.03127724
5,49,0.03127724
150,178,0.03127724
150,177,0.03127724
150,176,0.03127724
149,187,0.03127724
149,185,0.03127724
149,184,0.03127724
149,183,0.03127724
149,182,0.03127724
149,181,0.03127724
150,169,0.03127724
150,168,0.03127724
150,167,0.03127724
150,166,0.03127724
150,165,0.03127724
150,164,0.03127724
150,163,0.03127724
5,67,0.03127724
5,60,0.03127724
5,59,0.03127724
5,101,0.03127724
5,100,0.03127724
5,99,0.03127724
5,98,0.03127724
5,97,0.03127724
5,96,0.03127724
150,159,0.03127724
150,158,0.03127724
150,157,0.03127724
150,156,0.03127724
150,152,0.03127724
150,151,0.03127724
149,191,0.03127724
149,190,0.03127724
149,189,0.03127724
149,188,0.03127724
149,169,0.03127724
149,168,0.03127724
149,167,0.03127724
149,166,0.03127724
149,165,0.03127724
149,164,0.03127724
149,180,0.03127724
149,179,0.03127724
149,178,0.03127724
149,177,0.03127724
149,176,0.03127724
149,175,0.03127724
149,174,0.03127724
149,173,0.03127724
5,103,0.03127724
5,102,0.03127724
5,131,0.03127724
5,130,0.03127724
5,129,0.03127724
5,128,0.03127724
5,127,0.03127724
5,126,0.03127724
5,91,0.03127724
5,90,0.03127724
5,89,0.03127724
5,88,0.03127724
5,113,0.03127724
5,112,0.03127724
5,109,0.03127724
149,172,0.03127724
149,171,0.03127724
149,170,0.03127724
5,142,0.03127724
5,141,0.03127724
5,140,0.03127724
5,139,0.03127724
5,138,0.03127724
5,137,0.03127724
149,163,0.03127724
149,162,0.03127724
149,160,0.03127724
149,159,0.03127724
149,158,0.03127724
149,157,0.03127724
5,135,0.03127724
5,134,0.03127724
5,133,0.03127724
5,132,0.03127724
5,157,0.03127724
5,156,0.03127724
5,152,0.03127724
5,183,0.03127724
5,182,0.03127724
5,181,0.03127724
5,125,0.03127724
5,124,0.03127724
5,151,0.03127724
5,150,0.03127724
5,149,0.03127724
5,147,0.03127724
5,146,0.03127724
5,145,0.03127724
5,144,0.03127724
5,143,0.03127724
5,170,0.03127724
5,169,0.03127724
5,168,0.03127724
6,9,0.03127724
6,8,0.03127724
5,191,0.03127724
5,136,0.03127724
5,167,0.03127724
5,166,0.03127724
5,165,0.03127724
5,164,0.03127724
5,163,0.03127724
5,162,0.03127724
5,160,0.03127724
5,159,0.03127724
5,158,0.03127724
147,190,0.03127724
147,189,0.03127724
147,188,0.03127724
147,187,0.03127724
147,185,0.03127724
147,184,0.03127724
5,180,0.03127724
5,179,0.03127724
5,178,0.03127724
5,177,0.03127724
5,176,0.03127724
5,175,0.03127724
5,174,0.03127724
5,173,0.03127724
5,172,0.03127724
5,171,0.03127724
147,178,0.03127724
147,177,0.03127724
147,176,0.03127724
147,175,0.03127724
147,174,0.03127724
147,173,0.03127724
5,190,0.03127724
5,189,0.03127724
5,188,0.03127724
5,187,0.03127724
5,185,0.03127724
5,184,0.03127724
149,156,0.03127724
149,152,0.03127724
149,151,0.03127724
147,191,0.03127724
6,39,0.03127724
6,60,0.03127724
6,59,0.03127724
6,58,0.03127724
6,57,0.03127724
6,56,0.03127724
147,183,0.03127724
147,182,0.03127724
147,181,0.03127724
147,180,0.03127724
147,179,0.03127724
6,19,0.03127724
6,18,0.03127724
6,17,0.03127724
6,16,0.03127724
6,15,0.03127724
147,157,0.03127724
147,156,0.03127724
147,152,0.03127724
147,151,0.03127724
147,150,0.03127724
147,172,0.03127724
147,171,0.03127724
147,170,0.03127724
147,169,0.03127724
147,168,0.03127724
147,167,0.03127724
147,166,0.03127724
147,165,0.03127724
147,164,0.03127724
147,163,0.03127724
146,182,0.03127724
146,181,0.03127724
146,180,0.03127724
146,179,0.03127724
146,178,0.03127724
146,177,0.03127724
6,55,0.03127724
6,54,0.03127724
6,53,0.03127724
6,52,0.03127724
6,51,0.03127724
6,50,0.03127724
6,49,0.03127724
147,162,0.03127724
147,160,0.03127724
147,159,0.03127724
146,171,0.03127724
146,170,0.03127724
146,169,0.03127724
146,168,0.03127724
146,167,0.03127724
146,166,0.03127724
147,149,0.03127724
6,67,0.03127724
146,191,0.03127724
146,190,0.03127724
146,189,0.03127724
146,188,0.03127724
146,187,0.03127724
146,185,0.03127724
146,184,0.03127724
146,183,0.03127724
6,99,0.03127724
6,98,0.03127724
6,97,0.03127724
6,96,0.03127724
6,126,0.03127724
6,125,0.03127724
146,176,0.03127724
6,91,0.03127724
6,90,0.03127724
6,89,0.03127724
6,88,0.03127724
6,81,0.03127724
146,175,0.03127724
146,174,0.03127724
146,173,0.03127724
146,172,0.03127724
146,149,0.03127724
145,191,0.03127724
145,190,0.03127724
145,189,0.03127724
6,142,0.03127724
6,141,0.03127724
146,165,0.03127724
146,164,0.03127724
146,163,0.03127724
146,162,0.03127724
146,160,0.03127724
6,109,0.03127724
6,103,0.03127724
6,102,0.03127724
6,101,0.03127724
6,100,0.03127724
6,130,0.03127724
6,129,0.03127724
6,128,0.03127724
6,127,0.03127724
6,158,0.03127724
6,157,0.03127724
6,124,0.03127724
6,113,0.03127724
6,112,0.03127724
146,159,0.03127724
146,158,0.03127724
146,157,0.03127724
146,156,0.03127724
146,152,0.03127724
146,151,0.03127724
146,150,0.03127724
145,188,0.03127724
145,187,0.03127724
145,185,0.03127724
145,184,0.03127724
145,183,0.03127724
145,182,0.03127724
6,140,0.03127724
6,139,0.03127724
6,138,0.03127724
6,137,0.03127724
6,136,0.03127724
6,135,0.03127724
6,134,0.03127724
6,133,0.03127724
6,132,0.03127724
6,131,0.03127724
6,173,0.03127724
6,172,0.03127724
6,171,0.03127724
6,170,0.03127724
6,169,0.03127724
6,168,0.03127724
6,156,0.03127724
6,152,0.03127724
6,151,0.03127724
6,150,0.03127724
6,149,0.03127724
6,147,0.03127724
6,146,0.03127724
6,145,0.03127724
6,144,0.03127724
6,143,0.03127724
6,188,0.03127724
6,187,0.03127724
6,185,0.03127724
6,184,0.03127724
6,183,0.03127724
6,182,0.03127724
145,181,0.03127724
145,180,0.03127724
145,179,0.03127724
145,178,0.03127724
145,177,0.03127724
145,176,0.03127724
145,175,0.03127724
145,174,0.03127724
145,173,0.03127724
6,174,0.03127724
7,16,0.03127724
7,15,0.03127724
7,9,0.03127724
7,8,0.03127724
6,191,0.03127724
145,172,0.03127724
6,167,0.03127724
6,166,0.03127724
6,165,0.03127724
6,164,0.03127724
6,163,0.03127724
6,162,0.03127724
6,160,0.03127724
6,159,0.03127724
6,190,0.03127724
6,189,0.03127724
145,160,0.03127724
145,159,0.03127724
145,158,0.03127724
145,157,0.03127724
7,53,0.03127724
7,52,0.03127724
6,181,0.03127724
6,180,0.03127724
6,179,0.03127724
6,178,0.03127724
6,177,0.03127724
6,176,0.03127724
6,175,0.03127724
7,19,0.03127724
7,18,0.03127724
7,17,0.03127724
145,146,0.03127724
144,191,0.03127724
144,190,0.03127724
144,189,0.03127724
144,188,0.03127724
7,67,0.03127724
145,171,0.03127724
145,170,0.03127724
145,169,0.03127724
145,168,0.03127724
145,167,0.03127724
145,166,0.03127724
145,165,0.03127724
145,164,0.03127724
145,163,0.03127724
145,162,0.03127724
